source_id,title,publisher,url,checked_on,validity,fare_regime,source_kind,operator_keys,agency_names,countries,access,verification,reuse,usable_for,limitations,next_step,audit_files
EAST_ZSSK_PP_2025,ZSSK Prepravný poriadok including section D fare tables — version lead,ZSSK,https://www.zssk.sk/wp-content/uploads/2025/04/PP-ZSSK-od-2025-05-01-1.pdf,2026-09-09,Effective 2025-05-01; supersession/current 2026 validity unresolved.,published_tariff,pdf_price_table,ZSSK,"Železničná spoločnosť Slovensko, a.s.",SK,Official PDF indexed with monetary table text; direct fetch returned HTTP 502.,Search index shows tariff-kilometre EUR tables and section D. Not downloaded or verified as latest.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Locating an actual public domestic fare-table publication.,"Do not use old fileadmin/2014 price sheets surfaced by search. Current domestic edition, tariff distance inputs and international/IC products remain to verify.",Acquire latest Prepravný poriadok a cenníky from ZSSK when accessible; retain edition dates and resolve international products separately.,east.json
NORDIC_ATB_CURRENT,AtB single-ticket monetary tables,AtB,https://www.atb.no/billetter/enkeltbillett/,2026-09-09,Current page checked 2026-09-09; effective date not explicit on inspected page.,published_tariff,html_price_table,SJ|Vy,SJ Nord|Vy Buss,NO,Public HTML numeric table opened.,Adult one-zone NOK 50; tables extend by zone count and passenger group. Rail applicability limited to zone A.,Public access is separate from reuse rights; no explicit open licence identified.,AtB-contracted buses and eligible SJ Nord zone-A rail.,"Need zone map, current validity confirmation and onboard supplement rules; train-specific extras use SJ conditions.",Snapshot tables and zone mapping; validate itinerary and purchase channel.,nordic_details.json
NORDIC_GO_AHEAD_RETAIL,Go-Ahead Nordic booking website,Go-Ahead Nordic,https://go-aheadnordic.no/,2026-09-09,Current site checked 2026-09-09.,unresolved,retail_booking,Go-Ahead Norge,Go-Ahead Norge AS,NO,Direct extraction produced only an iframe; index showed journey search and a technical-problems notice.,Official retail route found; no general monetary tariff acquired.,Public access is separate from reuse rights; no explicit open licence identified.,Retail lead for services outside a verified regional ticket scope.,Do not infer general static or dynamic tariff amounts from the unavailable page.,Use authorised Entur offers or acquire current Go-Ahead fare publications; keep unknowns missing.,nordic_details.json
NORDIC_KOLUMBUS_CURRENT,Kolumbus single-ticket prices and validity,Kolumbus,https://www.kolumbus.no/Billetter/-priser-og-produkter/enkeltbillett/,2026-09-09,Current page; effective date not explicit in extracted content.,published_tariff,html_price_table,Go-Ahead Norge|Vy,Go-Ahead Norge AS|Vy Buss,NO,Public HTML numeric prices opened.,Adult fares NOK 49/87/125 for one/two/three-to-five zones; local Jærbanen trains explicitly accepted.,Public access is separate from reuse rights; no explicit open licence identified.,Kolumbus buses and eligible Go-Ahead local rail.,"Zone boundaries, near-zone exceptions, time validity, concessions and onboard fees apply; not the whole Sørlandsbanen.","Snapshot prices and zone/station map, validate local-train identity and product date.",nordic_details.json
NORDIC_KOLUMBUS_GOAHEAD,Kolumbus confirms Go-Ahead operation of Jærbanen,Kolumbus,https://www.kolumbus.no/reise/rutetabeller/tog/,2026-09-09,Current page; no effective date supplied.,published_tariff,tariff_rules,Go-Ahead Norge,Go-Ahead Norge AS,NO,Public HTML opened.,Explicitly identifies Go-Ahead as operator and accepts Kolumbus tickets on local trains.,Public access is separate from reuse rights; no explicit open licence identified.,Evidence for the Go-Ahead-to-Kolumbus authority mapping.,Not evidence that the CSV's single marginal OD is on Jærbanen.,Inspect exact service before assigning Kolumbus fares.,nordic_details.json
NORDIC_MALARTAG_FIXED_RULES,Mälartåg single tickets: fixed-price product,Mälardalstrafik,https://www.malardalstrafik.se/biljetter/maelartaag-enkelbiljett/,2026-09-09,Current page; monetary tariff effective date not stated.,published_tariff,tariff_rules,Transdev,Mälartåg ersättningstrafik,SE,Public HTML opened.,States price is independent of purchase time; no complete OD monetary table supplied.,Public access is separate from reuse rights; no explicit open licence identified.,Identifying Mälardalstrafik as fare owner despite CSV Transdev label.,"Fixed pricing is established, but money data is still missing outside applicable regional products.","Acquire the official Mälartåg OD matrix or an authorised retailer fare feed, and map journeys to its five lines.",nordic_details.json
NORDIC_MALARTAG_REGIONAL_RULES,Other single tickets accepted on Mälartåg,Mälardalstrafik,https://www.malardalstrafik.se/biljetter/andra-enkelbiljetter-foer-maelartaag/,2026-09-09,Updated 2026-08-17.,published_tariff,tariff_rules,Transdev,Mälartåg ersättningstrafik,SE,Public HTML opened.,"Lists UL, Östgötatrafiken, VL and X-trafik products with territorial restrictions, plus Resplus.",Public access is separate from reuse rights; no explicit open licence identified.,Selecting regional fare authority by route.,UL validity must be read with UL's actual network limits. SL tickets alone are not valid on Mälartåg.,Join stops/routes to authority boundaries before using regional prices.,nordic_details.json
NORDIC_MALARTAG_REPLACEMENT_RULES,Mälartåg FAQ: cancelled departures and replacement service,Mälardalstrafik,https://www.malardalstrafik.se/kundservice/vanliga-fraagor/?category=Ers%C3%A4ttning+vid+f%C3%B6rsening,2026-09-09,Current FAQ; no separate fare effective date.,published_tariff,tariff_rules,Transdev,Mälartåg ersättningstrafik,SE,Official page search-index text inspected.,States ticket remains valid on next Mälartåg departure or designated replacement transport after cancellation.,Public access is separate from reuse rights; no explicit open licence identified.,Explaining Rail and Bus rows both named ersättningstrafik.,Does not prove each CSV trip is a replacement or identify the underlying ticket price.,"Inspect route/trip IDs and replacement links, then preserve the original ticket's scope.",nordic_details.json
NORDIC_ONNIBUS_API,OnniBus booking API v2.0.0,OnniBus,https://booking-api-mg.onnibus.com/store/apis/info?name=rest.booking-api.onnibus.com&provider=admin&version=2.0.0,2026-09-09,API page updated 2026-01-29; live inventory rather than dated tariff.,dynamic_inventory,api_documentation,Koiviston Auto,OnniBus,FI,Documentation public; bearer-token subscription and channel-specific agent credentials required.,"Documents journey search, city dictionaries and dynamic prices. Search results must not be cached; basket operations reserve inventory.",Public access is separate from reuse rights; no explicit open licence identified.,Concrete authorised API acquisition route.,Not an open tariff dump. No API requests or baskets created; research storage rights require agreement.,Seek authorised research access and permitted retention before building a quote collector.,nordic_details.json
NORDIC_OREBRO_2026,Länstrafiken Örebro prices and fare groups,Länstrafiken / Region Örebro län,https://www.lanstrafiken.se/biljetter/kop-och-anvand-biljett/pris-och-prisgrupp/,2026-09-09,Page labels 2026 and current half-price campaign; individual promotion dates require acquisition.,published_tariff,html_price_table,Länstrafiken Örebro|VR,Länstrafiken Örebro AB|Tåg i Bergslagen,SE,Public HTML table opened.,Actual fixed-product prices provided; distance-based single fares are referred to the journey planner.,Public access is separate from reuse rights; no explicit open licence identified.,Regional passes/time products after rail eligibility matching.,Not a complete rail single-fare table; product areas and discounts must be retained.,Acquire planner/authorised single-fare data and product-area mapping; preserve current campaign dates.,nordic_details.json
NORDIC_OREBRO_RAIL_RULES,Länstrafiken single tickets and rail validity,Länstrafiken / Region Örebro län,https://www.lanstrafiken.se/biljetter/vara-biljetter/enkelresa/,2026-09-09,Current page; effective date not identified.,published_tariff,tariff_rules,Länstrafiken Örebro|VR,Länstrafiken Örebro AB|Tåg i Bergslagen,SE,Public HTML opened.,Singles can cover Tåg i Bergslagen and Västtåg/Kinnekulletåget; transfer and validation rules given.,Public access is separate from reuse rights; no explicit open licence identified.,Resolving authority-labelled Rail row to eligible services.,Eligibility rules provide no complete monetary matrix.,Map exact CSV route to the named service and ticket area; combine with an acquired fare source.,nordic_details.json
NORDIC_SJNORD_ATB,SJ NORD and AtB integration in zone A,SJ Norge,https://www.sj.no/reisekategorier/atb/,2026-09-09,Current rules page; effective date not stated.,published_tariff,tariff_rules,SJ,SJ Nord,NO,Public HTML opened.,Zone-A single ticket covers train/bus/tram; cross-boundary combinations restricted. SJ animal/bicycle rules remain applicable.,Public access is separate from reuse rights; no explicit open licence identified.,Selecting AtB fare within the supported rail zone.,Two separate single tickets (SJ plus AtB) cannot be combined as described by this rule. Boundaries and products matter.,Map stations to zone A and retain integration restrictions before applying AtB price.,nordic_details.json
NORDIC_SJNORD_DYNAMIC,SJ NORD pricing and sales-channel FAQ,SJ Norge,https://www.sj.no/sporsmal-og-svar/,2026-09-09,Current FAQ; inventory prices have no single tariff validity date.,dynamic_inventory,tariff_rules,SJ,SJ Nord,NO,Public HTML opened.,Explains demand-dependent pricing and recommends Entur because other sales channels may add a booking fee.,Public access is separate from reuse rights; no explicit open licence identified.,SJ Nord long-distance quote interpretation.,No monetary ladder or OD matrix obtained. Swedish SJ branding does not identify the Norwegian fare product.,"Use authorised Entur offers and record product, inventory time, sales channel and included seat/accommodation.",nordic_details.json
NORDIC_TIB_FIXED_RULES,Tåg i Bergslagen single-ticket fixed-price rules,Tåg i Bergslagen,https://tagibergslagen.se/biljetter/enkelbiljetter/,2026-09-09,Current page; no monetary version supplied.,published_tariff,tariff_rules,VR,Tåg i Bergslagen,SE,Public HTML opened.,"Prices are fixed regardless of booking lead time and generally distance-based, with regional harmonisation. Sales through SJ/Resrobot.",Public access is separate from reuse rights; no explicit open licence identified.,Avoiding application of Finnish VR pricing to this Swedish brand.,No full monetary table obtained. Bus row still needs replacement-trip confirmation; fixed price does not equal free.,Acquire TiB OD fares via owner/authorised sales feed; map regional overrides and replacement trips.,nordic_details.json
NORDIC_UL_2026,UL ticket prices and network validity,UL / Region Uppsala,https://www.ul.se/biljetter/vara-biljetter/vara-biljetter/,2026-09-09,Prices from 2026-07-01; separate temporary 30-day promotion through 2026-12-31 with activation cut-off.,published_tariff,html_price_table,UL|Transdev,UL|Mälartåg ersättningstrafik,SE,Public HTML monetary table opened.,Ordinary 75-minute adult ticket SEK 40; Arlanda bus ticket SEK 120. Table includes other durations and Arlanda train passage fee.,Public access is separate from reuse rights; no explicit open licence identified.,UL Bus fares and accepted Mälartåg routes.,"Need timed-ticket validity and route exceptions. UL states Uppsala–Sala, Uppsala–Gävle and Uppsala–Arlanda/Märsta for Mälartåg; no all-Sweden applicability.","Capture table, network boundary and Arlanda exceptions; use ordinary or promotional product deliberately.",nordic_details.json
NORDIC_VY_COACH_RULES,Vy express coach pricing and purchase rules,Vy Buss,https://www.vybuss.com/buy-tickets-online/,2026-09-09,Current page; no static monetary effective date.,dynamic_inventory,tariff_rules,Vy,Vy Buss|VY Bus4You,NO|SE|DK,Public HTML opened; Swedish link leads to bus4you.se.,Explicitly describes departure-dependent dynamic pricing and extra fees for assisted purchase.,Public access is separate from reuse rights; no explicit open licence identified.,Classifying commercial coach products including Bus4You.,"Does not apply to all local contracted Vy buses. No complete fare ladder, price matrix or public API obtained.","Use authorised live quotes with route, time, channel and selected-seat costs recorded.",nordic_details.json
NORDIC_VY_LOCAL_AUTHORITIES,Vy local bus services and regional ticket authorities,Vy,https://www.vy.no/kjop-billetter/bussbilletter/lokalbuss,2026-09-09,Current page; some historical county labels retained.,mixed,tariff_rules,Vy,Vy Buss,NO,Public HTML opened.,"Identifies local contracts and ticket authorities including Ruter, Kolumbus, AtB, Skyss, Brakar, Innlandstrafikk, FRAM and others.",Public access is separate from reuse rights; no explicit open licence identified.,Selecting fare owner for Vy Buss routes.,The Vy label alone cannot decide local-authority versus express-coach pricing; exact CSV OD locations not inspected here.,Map route/service IDs to the relevant contract and then acquire that authority's tariff.,nordic_details.json
NORDIC_VY_RAIL_PRODUCTS,Vy train ticket products and fare partners,Vy,https://www.vy.no/kjop-billetter/togbilletter,2026-09-09,Current product catalogue; no complete dated monetary table.,mixed,tariff_rules,Vy,Vy,NO|SE,Public HTML opened.,"Separates Vossabanen/eastern regional singles, advance products, flexibility, sleeping accommodation and authority products.",Public access is separate from reuse rights; no explicit open licence identified.,Product and fare-authority classification for Vy Rail.,Norwegian catalogue does not establish fares for Swedish/international services in the CSV; no full OD monetary data.,"Resolve exact train service and country segment, then combine authority tariffs or authorised inventory offers.",nordic_details.json
NORDIC_VY_RUTER_2026,Vy 2026 fares: Ruter-area exception,Vy,https://www.vy.no/vygruppen/presse-og-nyheter/2026/3427383,2026-09-09,"Published 2026-01-22, updated 2026-01-30; Vy own fares change 2026-02-01.",published_tariff,tariff_rules,Vy,Vy,NO,Official search-index article text inspected.,Specifies Ruter prices and terms apply to Vy trains within Ruter's area.,Public access is separate from reuse rights; no explicit open licence identified.,Preventing operator-wide Vy price assignment inside Ruter.,An announced average increase is not a numeric tariff table and must not be used to extrapolate prices.,Acquire current Ruter product prices plus zone/station mapping.,nordic_details.json
NW_AIRCOACH,Aircoach fare-table access and ticket conditions,www.aircoach.ie,https://www.aircoach.ie/terms-and-conditions,2026-09-09,Current published terms indexed June 2026,mixed,tariff_rules,FirstGroup,,IE|UK,public_rules_tables_on_request,Official publisher page or indexed official text inspected; downloads separately logged,No explicit open-data reuse licence verified,Terms say route fare tables can be inspected at offices/on vehicles.,No full downloadable OD fare table verified; terms include penalty Standard Fare that must not be treated as normal ticket price.,Use official quotes or obtain route tables; distinguish EUR/GBP and booking channel.,northwest.json
NW_ARRIVA_MATRIX,Arriva Drielandentrein 2026 international fare matrix,data.ndovloket.nl,https://data.ndovloket.nl/tarieven/trein/arr/,2026-09-09,Directory lists matrix from 2026-02-01 and separate 2026-01-01 version,published_tariff,machine_readable_tariff,Arriva,,NL|BE|DE,public_no_login,Official publisher page or indexed official text inspected; downloads separately logged,No explicit open-data reuse licence verified,"Explicit XLSX fare matrix for Drielandentrein, plus Dutch regional rail price sheets.",Scope limited to named train/product; not all Arriva international or bus fares.,"Download 2026-02-01 workbook; inspect OD, class, product and passenger axes.",northwest.json
NW_BLABLACAR,BlaBlaCar Pro IMS external API,cdn.blablacar.pro,https://cdn.blablacar.pro/ims/api/blablacar-pro-ext-api.html,2026-09-09,Published documentation indexed in 2026,dynamic_inventory,api_documentation,BlaBlaCar Bus,,,partner_credentials,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,"Journey search, ticket prices, currencies and partner integration.",Requires partner credentials; verify actual BlaBlaCar Bus inventory coverage. bus-api.blablacar.com fetch returned 502.,Verify access/inventory and use offers-only search; no booking needed.,northwest.json
NW_CFL,CFL domestic second-class zero fare,www.cfl.lu,https://www.cfl.lu/en-gb/app/national,2026-09-09,Current policy,published_tariff,tariff_rules,CFL,,LU,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Explicit zero fare for domestic second-class travel.,First class and international journeys excluded.,Implement scoped zero-fare rule only.,northwest.json
NW_DSB_EAST,DSB 2026 eastern Denmark fare sheet,www.dsb.dk,https://www.dsb.dk/globalassets/priser_og_zoner/2026/prisblade-ost-202601.pdf,2026-09-09,2026-01-18,published_tariff,pdf_price_table,DSB,,DK,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Published Zealand/Lolland/Falster/Møn fares.,Does not replace cross-Great-Belt/international tariffs.,Acquire all relevant zone/product tables.,northwest.json
NW_DSB_WEST,DSB 2026 western Denmark rail fare sheet,www.dsb.dk,https://www.dsb.dk/globalassets/priser_og_zoner/2026/prisblade-vest-202601.pdf,2026-09-09,2026-01-18,published_tariff,pdf_price_table,DSB,,DK,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Published standard/zone product prices.,Zone mapping required; no German through-fare or Orange quota availability.,Join zone rules and applicable cross-region products.,northwest.json
NW_ENTUR,Entur Offers API and offline data guide,developer.entur.org,https://developer.entur.org/pages-offers-docs-search-guide-v2/,2026-09-09,Legacy portal; new developer.entur.no portal; verify current version,mixed,api_documentation,Vy|Go-Ahead Norge|SJ,,NO,access_on_request,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Trip/zone offers API and offline distance-priced single-product service.,Offline access on request; excludes quota/capacity products and described bulk endpoint excludes zones. No production fare data acquired.,"Obtain scoped Offers/offline access and verify coverage for Vy, SJ Nord and Go-Ahead.",northwest.json
NW_EUROSTAR,"Eurostar official public, group, youth/senior and domestic fare grids",eurostarforagents.com,https://eurostarforagents.com/offer/public-fares/fare-range/fares-grids/,2026-09-09,Local continent adult/child 2026-07-20; UK sheets have separate sales/travel dates,published_fare_ladder,pdf_price_table,Eurostar,,UK|FR|BE|NL|DE,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,"OD, currency, class and tariff-code ladders; six local PDFs inspected.",Ladder does not select available quota for a departure. Keep public/group and sales/travel dates distinct.,Parse existing PDFs with source/page provenance; combine with offers for dated booking availability.,northwest.json
NW_EU_SLEEPER,European Sleeper pass and accommodation price ranges,www.europeansleeper.eu,https://www.europeansleeper.eu/passes,2026-09-09,Current website; no OD effective-date series,mixed,html_price_table,European Sleeper,,BE|NL|DE|CZ|FR|IT,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,"Pass prices, reservation prices and ordinary-ticket bounds.",Not a full OD matrix or departure quote. Pass reservation excludes pass purchase.,Record ranges as bounds and quote by service/date/accommodation.,northwest.json
NW_FLIXBUS,FlixBus general carriage conditions,global.flixbus.com,https://global.flixbus.com/terms-and-conditions-of-carriage,2026-09-09,Status 2026-03-24,dynamic_inventory,tariff_rules,FlixBus,,,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Confirms price brackets/quotas and through-journey ticket scope.,No full public monetary OD matrix found in this audit; absence not proven.,"Prioritize price-data access or permitted date-specific observations, including fees and booking lead time.",northwest.json
NW_FLIX_PARTNER,FlixBus reseller access,global.flixbus.com,https://global.flixbus.com/company/partners/travel-agencies-and-ticket-outlets,2026-09-09,Current partner page,dynamic_inventory,retail_booking,FlixBus,,,partner_access,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Official route to partner ticketing.,Not a public research API; data rights and inventory scope unverified.,Prepare data-access request; no request sent or account created.,northwest.json
NW_GB_RSP,"RDG industry fares, routeing and timetable data",www.raildeliverygroup.com,https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html,2026-09-09,Current data delivery required,mixed,open_data_catalogue,DFTO|CrossCountry|Avanti West Coast|FirstGroup|EMR|Transport for Wales|Grand Central|ScotRail,,UK,registration_or_licence,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Shared national fares source across GB TOCs.,Licence/registration and product scope need confirmation. Corporate labels are not fare setters; Advance fare records are not seat availability.,"Acquire current fares, routeing, restrictions and station groups from RDG.",northwest.json
NW_GB_SPEC,RDG Fares and Associated Data Feed Specification RSPS5045,www.raildeliverygroup.com,https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,2026-09-09,Historical version 02-00; verify latest schema,mixed,api_documentation,DFTO|CrossCountry|Avanti West Coast|FirstGroup|EMR|Transport for Wales|Grand Central|ScotRail,,UK,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Documentation for interpreting industry fares records.,Not a current fare delivery or proof of current licence.,Use latest specification alongside acquired dataset.,northwest.json
NW_IRISH_RAIL,Irish Rail station fare grids and monetary charts,www.irishrail.ie,https://www.irishrail.ie/en-ie/rail-fares-and-tickets/fares-info,2026-09-09,Current pages; tariff effective date must be captured,mixed,html_price_table,Iarnród Éireann,,IE,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Route-specific OD fare-letter grids joined to Adult Single/Return tables.,Several grids are images; station fares differ from advance web fares. Belfast cross-border needs separate route.,Extract matrices and price charts; validate OD examples and channel.,northwest.json
NW_NATIONAL_EXPRESS,National Express ticket products and fare rules,www.nationalexpress.com,https://www.nationalexpress.com/en/help/tickets/,2026-09-09,Current page checked 2026-09-09,dynamic_inventory,tariff_rules,National Express (UK),,UK,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,"Restricted, Standard and Fully Flexible products; price depends on travel and advance purchase.",No current public complete OD matrix found. Not applicable to German National Express Rail.,Acquire dated offers or authorised partner fare data.,northwest.json
NW_NDOV_BUS,NDOV bus tariff bundles and zones,data.ndovloket.nl,https://data.ndovloket.nl/tarieven/,2026-09-09,Individual delivery validity,published_tariff,open_data_catalogue,Arriva|Qbuzz|RRReis,,NL,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,arr/qbuzz/syntus and other carrier tariff publications.,"Discovery only; file formats, concession and route coverage require inspection.",Map each GTFS route to concession and inspect PPT/NeTEx or other supplied tariff schema.,northwest.json
NW_NDOV_OTHER_RAIL,"NDOV Arriva, Keolis and Qbuzz rail tariff directories",data.ndovloket.nl,https://data.ndovloket.nl/tarieven/trein/,2026-09-09,Per-delivery dates; directories checked 2026-09-09,published_tariff,machine_readable_tariff,Arriva|Keolis|Qbuzz,,NL,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Official carrier-specific price files plus OD units already present in NS delivery.,NS money table cannot price other carriers; concession scope and LAK discounts matter.,Acquire carrier price files; join station/carrier codes and validate.,northwest.json
NW_NS_INT,NS International Eurocity Direct Flex/Saver route price table,www.nsinternational.com,https://www.nsinternational.com/en/trains/eurocity-direct,2026-09-09,Current page; no explicit effective date,mixed,html_price_table,NS|SNCB,,NL|BE,public_no_login,Official publisher page or indexed official text inspected; downloads separately logged,No explicit open-data reuse licence verified,Several published relation fares and distinction between Full-Flex and quota-limited Saver.,Not a full international price matrix. Some online example rows are internally surprising; verify before numeric use. NS International also sells other carriers.,Create a Eurocity product regime; validate quoted sample prices and seek full fare matrix.,northwest.json
NW_NS_NDOV,NS tariff delivery and 2026 HRN price table,data.ndovloket.nl,https://data.ndovloket.nl/tarieven/trein/ns/,2026-09-09,2026 price table; OD records have individual validity,published_tariff,machine_readable_tariff,NS,,NL,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",NDOV publishes CC0 licence at https://data.ndovloket.nl/LICENTIE-CC0.TXT; preserve source metadata,Existing domestic resolver joins official carrier/OD tariff units to product prices.,Not NS International through-fares. Existing QA scope narrative mixes 17/19 stations and needs reconciliation.,Retain domestic resolver; verify scope reporting.,northwest.json
NW_NYSSE,Nysse single ticket table,www.nysse.fi,https://www.nysse.fi/en/tickets-and-fares/single-ticket.html,2026-09-09,2026 VAT; product effective dates need extraction,published_tariff,html_price_table,Nysse,,FI,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,"AB/BC/ABC prices by age, medium and validity.",HTML includes multiple passenger categories; night supplements and capping matter.,"Extract labelled categories, stop zones and validity.",northwest.json
NW_RRREIS_FLEX,RRReis flex fares,www.rrreis.nl,https://www.rrreis.nl/flex,2026-09-09,2026-01-01 listed for applicable flex service,published_tariff,html_price_table,RRReis,,NL,public_no_login,Official publisher page or indexed official text inspected; downloads separately logged,No explicit open-data reuse licence verified,Official fixed-price local flex product example.,RRReis label alone does not identify concession or fixed-route/flex service. Flevoland and haltetaxi use other formulae.,Resolve actual GTFS service/concession before choosing tariff; NDOV remains primary bulk lead.,northwest.json
NW_SNALLTAGET,Snälltåget fare categories and ticket rules,www.snalltaget.se,https://www.snalltaget.se/en/terms-and-conditions,2026-09-09,Current page; effective date unverified,dynamic_inventory,tariff_rules,Snälltåget,,SE|DE|DK,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,"Seat, berth, private-compartment and passenger/group conditions.",No complete monetary OD ladder found; product availability is departure specific.,Obtain dated offers with accommodation and group composition.,northwest.json
NW_SNCB_PRICES,SNCB Tarifs 01.02.2026 with second supplement 01.07.2026,www.belgiantrain.be,https://www.belgiantrain.be/-/media/files/pdf/productfiches/tarifs/version-actuelle/fr/tarifs-version-actuelle.ashx?v=866bc1f2b86a4143814e83fc0c4dba50,2026-09-09,2026-02-01 edition amended 2026-07-01,published_tariff,pdf_price_table,SNCB,,BE,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,"Class, passenger and Train+ monetary tables by tariff-distance band.",Tariff km explicitly differ from physical distance; authoritative OD tariff km not yet found. Airport supplement and international products separate.,Parse price PDF and locate OD tariff distances.,northwest.json
NW_SWEDEN_ACCESS,Samtrafiken sales data and Access OSDM pricing,www.trafiklab.se,https://www.trafiklab.se/news/2025/2025-01-01-samtrafiken-sales-data-available/,2026-09-09,Published 2025-01-01; updated 2025-02-03,mixed,api_documentation,SJ|Transdev|VR|Länstrafiken Örebro|UL,,SE,agreement_required,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Identifies national integrated pricing/sales access route.,Free NeTEx sales dataset contains schedules only; pricing requires signed Access agreement. Check operator coverage.,Use local tariff tables where fixed; seek Access for integrated offers.,northwest.json
NW_TEC,LETEC official 2026 Classic/Express tariff table,presse.groupe.letec.be,https://presse.groupe.letec.be/letec-annonce-sa-nouvelle-grille-tarifaire-a-partir-du-1er-fevrier-2026,2026-09-09,2026-02-01,published_tariff,html_price_table,TEC,,BE,public_no_login,Official publisher page or indexed official text inspected; downloads separately logged,No explicit open-data reuse licence verified,"Explicit Classic and Express single/day/multi fare tables, medium and onboard supplements.",Old Next/Horizon zones removed in 2026. Determine line category and passenger/channel before applying.,Map line to Classic/Express and parse published table.,northwest.json
NW_UK_BUS_BODS,DfT Bus Open Data Service: fare datasets in NeTEx,findtransportdata.dft.gov.uk,https://findtransportdata.dft.gov.uk/dataset/bus-open-data---download-all-fare-data-18336000460,2026-09-09,Daily delivery; catalogue metadata added 2022-09-13,published_tariff,open_data_catalogue,Stagecoach|Arriva|Rotala|JH Coaches,,UK,public_catalogue_download_not_verified,Official publisher page or indexed official text inspected; downloads separately logged,DfT catalogue explicitly lists UK Open Government Licence,Official English local-bus fare datasets; potential shared acquisition path.,Exact operator/route feeds not downloaded; live portal returned HTTP 403 to web tool. Does not imply national/international coach coverage.,Find operator-specific feeds and map NaPTAN stops/NOC/service/product identities.,northwest.json
NW_VR_COMMUTER,VR fixed-price commuter tickets,www.vr.fi,https://www.vr.fi/en/train-tickets/single-ticket-commuter-traffic,2026-09-09,Current displayed fares,published_tariff,html_price_table,VR,,FI,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Fixed route-specific commuter pricing and a few example fares.,Not a full matrix; HSL-only trips need HSL ticket.,Locate complete OD prices and classify train service before use.,northwest.json
NW_VR_LONG,VR long-distance single tickets,www.vr.fi,https://www.vr.fi/en/train-tickets/single-ticket-long-distance,2026-09-09,Current page,dynamic_inventory,tariff_rules,VR,,FI,public_no_login,"Official web page, PDF or indexed primary-source text inspected; document download separately logged",No explicit open-data reuse licence verified; check source-specific terms,Confirms purchase/travel-time price variation.,No full static OD table found; cabins sold as whole units. Swedish Tåg i Bergslagen separate.,Acquire dated offers; distinguish cabin and passenger fares.,northwest.json
